isChapter, link, compareLink, text, isChildLink, similarHrefCount, containsChapter, endsWithNumber
true,/chapter/dz919342/chapter_12,/chapter/dz919342/chapter_12,Ranker Who Lives A Second Time - Chapter 12,true,70,true,true
true,/chapter/dz919342/chapter_11,/chapter/dz919342/chapter_11,Ranker Who Lives A Second Time - Chapter 11,true,70,true,true
true,/chapter/dz919342/chapter_10,/chapter/dz919342/chapter_10,Ranker Who Lives A Second Time - Chapter 10,true,70,true,true
true,/chapter/dz919342/chapter_9,/chapter/dz919342/chapter_9,Ranker Who Lives A Second Time - Chapter 9,true,70,true,true
true,/chapter/dz919342/chapter_8,/chapter/dz919342/chapter_8,Ranker Who Lives A Second Time - Chapter 8,true,70,true,true
true,/chapter/dz919342/chapter_7,/chapter/dz919342/chapter_7,Ranker Who Lives A Second Time - Chapter 7,true,70,true,true
true,/chapter/dz919342/chapter_6,/chapter/dz919342/chapter_6,Ranker Who Lives A Second Time - Chapter 6,true,70,true,true
true,/chapter/dz919342/chapter_5,/chapter/dz919342/chapter_5,Ranker Who Lives A Second Time - Chapter 5,true,70,true,true
true,/chapter/dz919342/chapter_4,/chapter/dz919342/chapter_4,Ranker Who Lives A Second Time - Chapter 4,true,70,true,true
true,/chapter/dz919342/chapter_3,/chapter/dz919342/chapter_3,Ranker Who Lives A Second Time - Chapter 3,true,70,true,true
true,/chapter/dz919342/chapter_2,/chapter/dz919342/chapter_2,Ranker Who Lives A Second Time - Chapter 2,true,70,true,true
true,/chapter/dz919342/chapter_1,/chapter/dz919342/chapter_1,Ranker Who Lives A Second Time - Chapter 1,true,70,true,true
false,/manga/apotheosis,/manga/apotheosis,read Apotheosis,false,2,false,false
false,/manga/eg919734,/manga/eg919734,read Tomb Raider King,false,4,false,true
false,/manga/hyer5231574354229,/manga/hyer5231574354229,read Tales Of Demons And Gods,false,3,false,true
false,/manga/ijhr296321559609648,/manga/ijhr296321559609648,read The Beginning After The End,false,5,false,true
false,/manga/kaifuku_jutsushi_no_yarinaoshi,/manga/kaifuku_jutsushi_no_yarinaoshi,read Kaifuku Jutsushi No Yarinaoshi,false,1,false,false
false,/manga/martial_peak,/manga/martial_peak,read Martial Peak,false,2,false,false
false,/manga/mushoku_tensei_isekai_ittara_honki_dasu,/manga/mushoku_tensei_isekai_ittara_honki_dasu,read Mushoku Tensei - Isekai Ittara Honki Dasu,false,1,false,false
false,/manga/pn918005,/manga/pn918005,read Solo Leveling,false,4,false,true
false,/manga/upzw279201556843676,/manga/upzw279201556843676,read Skeleton Soldier Couldn’T Protect The Dungeon,false,5,false,true
false,/manga/vrin278571580265812,/manga/vrin278571580265812,read Versatile Mage,false,3,false,true
false,/Message/PrivacyPolicy,/message/privacypolicy,Privacy Policy,false,0,false,false
false,//static.animemark.com/img/batoto/favicon.ico?v0,//static.animemark.com/img/batoto/favicon.ico?v0,,false,4,false,true
false,//static.animemark.com/img/batoto/favicon.gif?v0,//static.animemark.com/img/batoto/favicon.gif?v0,,false,4,false,true
false,//static.animemark.com/ss/25/batoto-light.css,//static.animemark.com/ss/25/batoto-light.css,,false,4,false,true
false,//static.animemark.com/emojis/twtr.css?v25,//static.animemark.com/emojis/twtr.css?v25,,false,4,false,true
false,//static.animemark.com/3rds/fontawesome-free-5.9.0-web/css/all.min.css,//static.animemark.com/3rds/fontawesome-free-5.9.0-web/css/all.min.css,,false,4,false,true
false,https://bato.to/series/80296,series/80296,,false,0,false,true
false,https://c.disquscdn.com/next/embed/styles/lounge.50c6d245bed5cbae0aed0c3742f23ac0.css,next/embed/styles/lounge.50c6d245bed5cbae0aed0c3742f23ac0.css,,false,2,false,true
false,https://c.disquscdn.com/next/embed/common.bundle.38ea27189bdb723eae3dabf5bc7b8c0b.js,next/embed/common.bundle.38ea27189bdb723eae3dabf5bc7b8c0b.js,,false,2,false,true
false,https://c.disquscdn.com/next/embed/lounge.bundle.51e8881d4a05058fb02f6c4f09a1b290.js,next/embed/lounge.bundle.51e8881d4a05058fb02f6c4f09a1b290.js,,false,2,false,true
false,https://disqus.com/next/config.js,next/config.js,,false,0,false,false
false,/latest,/latest,Latest,false,0,false,false
false,/browse,/browse,Browse,false,0,false,false
false,/search,/search,Search,false,2,false,false
false,/random,/random,,false,0,false,false
false,/my/history,/my/history,,false,0,false,false
false,/my/latest-update,/my/latest-update,,false,0,false,false
false,//publish.bato.to/editor-subject,//publish.bato.to/editor-subject,,false,0,false,false
false,https://bato.to/discord,discord,,false,0,false,false
false,/settings,/settings,,false,0,false,false
false,//id.bato.to/login,//id.bato.to/login,,false,0,false,false
false,/series/80296/flirting-with-the-villain-s-dad,/series/80296/flirting-with-the-villain-s-dad,Flirting with the Villain's Dad,true,0,false,true
false,/rss/series/80296.xml,/rss/series/80296.xml,,false,0,false,true
false,/search?word=dalseul,/search?word=dalseul,Dalseul,false,2,false,false
false,/search?word=via,/search?word=via,Via,false,2,false,false
false,https://en.wikipedia.org/wiki/Motion_picture_content_rating_system,wiki/motion_picture_content_rating_system,?,false,0,false,false
true,/chapter/1584229,/chapter/1584229,Chapter 38 : Wilting Flowers Despite Protection From the Villain's Dad,false,37,true,true
false,https://bato.to/user/471365/chigusa,user/471365/chigusa,chigusa,false,0,false,true
true,/chapter/1584228,/chapter/1584228,Chapter 37 : Numerous Attempts to Capture The Villain's Dad,false,37,true,true
true,/chapter/1578290,/chapter/1578290,Chapter 36 : The Second Proposal to the Villain's Dad,false,37,true,true
true,/chapter/1578289,/chapter/1578289,Chapter 35 : Closing the Distance From the Villain's Dad,false,37,true,true
true,/chapter/1572866,/chapter/1572866,Chapter 34 : Memories Bereft of the Villain's Dad,false,37,true,true
true,/chapter/1572865,/chapter/1572865,Chapter 33 : Return to the Palace with the Villain's Dad,false,37,true,true
true,/chapter/1567103,/chapter/1567103,Chapter 32 : The God and the Villain's Dad,false,37,true,true
true,/chapter/1567102,/chapter/1567102,Chapter 31 : Conspiring to Save the Villain's Dad,false,37,true,true
true,/chapter/1561459,/chapter/1561459,Chapter 30 : The Wanderer Waiting for the Villain's Dad,false,37,true,true
true,/chapter/1561458,/chapter/1561458,Chapter 29 : Sending off the Villain's Dad,false,37,true,true
true,/chapter/1554678,/chapter/1554678,Chapter 28 : Escape to the Temple with the Villain's Dad,false,37,true,true
true,/chapter/1554677,/chapter/1554677,Chapter 27 : Shopping with the Villain's Dad,false,37,true,true
true,/chapter/1549092,/chapter/1549092,Chapter 26 : Being Friendly with the Villain's Dad,false,37,true,true
true,/chapter/1549091,/chapter/1549091,Chapter 25 : A Tour with the Villain's Dad,false,37,true,true
true,/chapter/1544052,/chapter/1544052,Chapter 24 : Cloaked with the Villain’s Dad,false,37,true,true
true,/chapter/1544051,/chapter/1544051,Chapter 23 : The Fiancée of the Villain's Dad,false,37,true,true
true,/chapter/1540291,/chapter/1540291,Chapter 22 : Sneaking away with the Villain’s Dad,false,37,true,true
true,/chapter/1540290,/chapter/1540290,Chapter 21 : Safety for the Villain’s Dad,false,37,true,true
true,/chapter/1536619,/chapter/1536619,Chapter 20 : Staying for the Villain’s Dad,false,37,true,true
true,/chapter/1536618,/chapter/1536618,Chapter 19 : Thirty Minutes with the Villain’s Dad,false,37,true,true
true,/chapter/1532593,/chapter/1532593,Chapter 18 : Making a Deal with the Villain's Dad,false,37,true,true
true,/chapter/1528532,/chapter/1528532,Chapter 17 : Being Noticed by the Villain's Dad,false,37,true,true
true,/chapter/1526261,/chapter/1526261,Chapter 16 : Getting the Attention of the Villain's Dad,false,37,true,true
true,/chapter/1525066,/chapter/1525066,Chapter 15 : Level Up to the Villain's Dad,false,37,true,true
true,/chapter/1523594,/chapter/1523594,Chapter 14 : Getting Lectured by the Villain's Dad,false,37,true,true
true,/chapter/1523593,/chapter/1523593,Chapter 13 : Naming the Villain's Dad,false,37,true,true
true,/chapter/1523592,/chapter/1523592,Chapter 12 : Worried about the Villain's Dad,false,37,true,true
true,/chapter/1523591,/chapter/1523591,Chapter 11 : Competition for the Villain's Dad,false,37,true,true
true,/chapter/1523590,/chapter/1523590,Chapter 10 : A Trip with the Villain's Dad,false,37,true,true
true,/chapter/1523589,/chapter/1523589,Chapter 9 : Wed the Villain's Dad,false,37,true,true
true,/chapter/1523586,/chapter/1523586,Chapter 8 : Saved by the Villain's Dad,false,37,true,true
true,/chapter/1523585,/chapter/1523585,Chapter 7 : Safe with the Villain's Dad,false,37,true,true
true,/chapter/1523584,/chapter/1523584,Chapter 6 : Crying over the Villain's Dad,false,37,true,true
true,/chapter/1523582,/chapter/1523582,Chapter 5 : Meeting with the Villain's Dad,false,37,true,true
true,/chapter/1523581,/chapter/1523581,Chapter 4 : Preparing for the Villain's Dad,false,37,true,true
true,/chapter/1523580,/chapter/1523580,Chapter 3 : The Story behind the Villain's Dad,false,37,true,true
true,/chapter/1523579,/chapter/1523579,Chapter 2 : Worried for the Villain's Dad,false,37,true,true
true,/chapter/1523130,/chapter/1523130,Chapter 1 : Flirting with the Villain's Dad,false,37,true,true
false,/instructions,/instructions,Instructions,false,0,false,false
false,mailto:info@animemark.com?subject=[Bato.To] ,mailto:info@animemark.com?subject=[bato.to] ,Contact US,false,0,false,false
false,//AnimeMark.com,//animemark.com,AnimeMark.com,false,0,false,false
false,https://mangareader.site/opensearch.xml,opensearch.xml,,false,0,false,false
false,https://mangareader.site/manga/fairy-tail-100-years-quest_103,manga/fairy-tail-100-years-quest_103,,true,6,false,true
false,/apple-touch-icon.png,/apple-touch-icon.png,,false,0,false,false
false,/favicon-32x32.png,/favicon-32x32.png,,false,1,false,true
false,/favicon-16x16.png,/favicon-16x16.png,,false,1,false,true
false,/manifest.json,/manifest.json,,false,0,false,false
false,/safari-pinned-tab.svg,/safari-pinned-tab.svg,,false,0,false,false
false,https://fonts.googleapis.com/css?family=Roboto:400,400i,500,700,css?family=roboto:400,400i,500,700,,false,0,false,true
false,/css/bootstrap.css?v=200927,/css/bootstrap.css?v=200927,,false,2,false,true
false,/assets/vendors.e05f03dc.chunk.js,/assets/vendors.e05f03dc.chunk.js,,false,4,false,true
false,/assets/client.638ed203.js,/assets/client.638ed203.js,,false,2,false,true
false,/assets/vendors~chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.c8317a1c.chunk.js,/assets/vendors~chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.c8317a1c.chunk.js,,false,1,true,true
false,/assets/vendors~chapter~manga~user.a5157e86.chunk.js,/assets/vendors~chapter~manga~user.a5157e86.chunk.js,,false,2,true,true
false,/assets/vendors~manga.e0e7bfe2.chunk.js,/assets/vendors~manga.e0e7bfe2.chunk.js,,false,3,false,true
false,/assets/chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.4e905dc4.chunk.js,/assets/chapter~contact~directory~home~login~manga~not-found~privacy~terms~user.4e905dc4.chunk.js,,false,1,true,true
false,/assets/manga.d7590c0f.chunk.js,/assets/manga.d7590c0f.chunk.js,,false,3,false,true
false,https://mangareader.site,https://mangareader.site,MangaReader.site,false,1,false,false
false,https://mangareader.site/login,login,,false,0,false,false
false,https://mangareader.site/search,search,Directory,false,0,false,false
false,https://mangareader.site/popular,popular,Popular,false,0,false,false
false,https://mangareader.site/updates,updates,Updates,false,0,false,false
false,https://mangareader.site/new,new,New,false,0,false,false
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-73,chapter/fairy-tail-100-years-quest_103/chapter-73,Chapter 73,true,95,true,true
false,https://mangareader.site/genre/action,genre/action,Action,false,6,false,false
false,https://mangareader.site/genre/adventure,genre/adventure,Adventure,false,5,false,false
false,https://mangareader.site/genre/comedy,genre/comedy,Comedy,false,4,false,false
false,https://mangareader.site/genre/drama,genre/drama,Drama,false,5,false,false
false,https://mangareader.site/genre/fantasy,genre/fantasy,Fantasy,false,5,false,false
false,https://mangareader.site/genre/shounen,genre/shounen,Shounen,false,5,false,false
false,https://mangareader.site/genre/supernatural,genre/supernatural,Supernatural,false,5,false,false
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-1,chapter/fairy-tail-100-years-quest_103/chapter-1,Start Reading,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-72,chapter/fairy-tail-100-years-quest_103/chapter-72,#72 - Moonlit Beauty Gods3 weeks ago,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-71,chapter/fairy-tail-100-years-quest_103/chapter-71,#71 - Spiritual Arts5 weeks ago,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-70,chapter/fairy-tail-100-years-quest_103/chapter-70,#70 - Spirior12-01-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-69,chapter/fairy-tail-100-years-quest_103/chapter-69,#69 - Hand11-17-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-68,chapter/fairy-tail-100-years-quest_103/chapter-68,#68 - chapter 6811-04-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-67,chapter/fairy-tail-100-years-quest_103/chapter-67,#67 - Aqua Aera10-20-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-66,chapter/fairy-tail-100-years-quest_103/chapter-66,#66 - At Edolas10-07-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-65,chapter/fairy-tail-100-years-quest_103/chapter-65,#65 - Elentir09-22-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-64,chapter/fairy-tail-100-years-quest_103/chapter-64,#64 - Aldo Spring09-08-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-63,chapter/fairy-tail-100-years-quest_103/chapter-63,#63 - Drameel Banquet08-25-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-62,chapter/fairy-tail-100-years-quest_103/chapter-62,#62 - Burning Will08-12-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-61,chapter/fairy-tail-100-years-quest_103/chapter-61,#61 - Thicket of Arms07-28-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-60,chapter/fairy-tail-100-years-quest_103/chapter-60,#60 - Gigantify07-14-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-59,chapter/fairy-tail-100-years-quest_103/chapter-59,#59 - Gears of Fate07-01-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-58,chapter/fairy-tail-100-years-quest_103/chapter-58,#58 - Ice and Water06-16-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-57,chapter/fairy-tail-100-years-quest_103/chapter-57,#57 - Power To Live06-03-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-56,chapter/fairy-tail-100-years-quest_103/chapter-56,#56 - Reliable Friends05-19-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-55,chapter/fairy-tail-100-years-quest_103/chapter-55,#55 - Fate of Death05-06-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-54,chapter/fairy-tail-100-years-quest_103/chapter-54,#54 - God Seeds04-21-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-53,chapter/fairy-tail-100-years-quest_103/chapter-53,#53 - Precious Curse04-08-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-52,chapter/fairy-tail-100-years-quest_103/chapter-52,#52 - Mind-Reading Trees03-24-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-51,chapter/fairy-tail-100-years-quest_103/chapter-51,#51 - Roaring Earth03-10-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-50,chapter/fairy-tail-100-years-quest_103/chapter-50,#50 - The Wood Dragon God's Secret02-25-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-49,chapter/fairy-tail-100-years-quest_103/chapter-49,#49 - Ch.04902-13-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-48,chapter/fairy-tail-100-years-quest_103/chapter-48,#48 - Fifth Generation Dragon Force01-30-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-47,chapter/fairy-tail-100-years-quest_103/chapter-47,#47 - Ch.04701-15-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-46,chapter/fairy-tail-100-years-quest_103/chapter-46,#46 - Ch.04601-04-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-45.5,chapter/fairy-tail-100-years-quest_103/chapter-45.5,#45.5 - Trembly Wendy Omake10-11-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-45,chapter/fairy-tail-100-years-quest_103/chapter-45,#45 - Ch.04512-18-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-44,chapter/fairy-tail-100-years-quest_103/chapter-44,#44 - A Crimson Battle12-11-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-43,chapter/fairy-tail-100-years-quest_103/chapter-43,#43 - Misunderstanding12-05-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-42,chapter/fairy-tail-100-years-quest_103/chapter-42,#42 - If It’s for the Guild11-27-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-41,chapter/fairy-tail-100-years-quest_103/chapter-41,#41 - Trump Card for a CounterAttack11-20-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-40,chapter/fairy-tail-100-years-quest_103/chapter-40,#40 - Thicker Than Blood11-14-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-39,chapter/fairy-tail-100-years-quest_103/chapter-39,#39 - Ch.03911-06-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-38,chapter/fairy-tail-100-years-quest_103/chapter-38,#38 - Synchro Rate10-30-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-37,chapter/fairy-tail-100-years-quest_103/chapter-37,#37 - Beta Heaven10-22-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-36.5,chapter/fairy-tail-100-years-quest_103/chapter-36.5,#36.5 - Beat Up Gajeel10-11-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-36,chapter/fairy-tail-100-years-quest_103/chapter-36,#36 - Melee at Draseel10-16-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-35,chapter/fairy-tail-100-years-quest_103/chapter-35,#35 - The Spirit Dragon Within10-01-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-34,chapter/fairy-tail-100-years-quest_103/chapter-34,#34 - New Assassins09-18-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-33,chapter/fairy-tail-100-years-quest_103/chapter-33,#33 - Pain09-03-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-32,chapter/fairy-tail-100-years-quest_103/chapter-32,#32 - Star Dress Mix08-21-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-31,chapter/fairy-tail-100-years-quest_103/chapter-31,#31 - Fairy Face-off08-06-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-30,chapter/fairy-tail-100-years-quest_103/chapter-30,#30 - Brawl Fest07-24-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-29,chapter/fairy-tail-100-years-quest_103/chapter-29,#29 - White Out07-09-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-28,chapter/fairy-tail-100-years-quest_103/chapter-28,#28 - White Control06-25-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-27.5,chapter/fairy-tail-100-years-quest_103/chapter-27.5,#27.5 - Gloomy Erza10-11-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-27,chapter/fairy-tail-100-years-quest_103/chapter-27,#27 - Wood God Dragon Aldoron06-12-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-26,chapter/fairy-tail-100-years-quest_103/chapter-26,#26 - About Rainhill05-28-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-25,chapter/fairy-tail-100-years-quest_103/chapter-25,#25 - Fairy Nail05-15-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-24,chapter/fairy-tail-100-years-quest_103/chapter-24,#24 - All's Well that Ends Well04-30-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-23,chapter/fairy-tail-100-years-quest_103/chapter-23,#23 - Port of Blessings04-16-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-22,chapter/fairy-tail-100-years-quest_103/chapter-22,#22 - Without Everyone04-02-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-21,chapter/fairy-tail-100-years-quest_103/chapter-21,#21 - Burn It All03-19-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-20,chapter/fairy-tail-100-years-quest_103/chapter-20,#20 - The Lineage of Flame03-05-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-19,chapter/fairy-tail-100-years-quest_103/chapter-19,#19 - From the Abyss02-19-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-18.5,chapter/fairy-tail-100-years-quest_103/chapter-18.5,#18.5 - Concerned Lucy10-11-2020,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-18,chapter/fairy-tail-100-years-quest_103/chapter-18,#18 - Anguished Determination02-07-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-17,chapter/fairy-tail-100-years-quest_103/chapter-17,#17 - The Water God Dragon01-22-2019,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-16,chapter/fairy-tail-100-years-quest_103/chapter-16,#16 - Ash and Dark Clouds01-08-2019,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-15,chapter/fairy-tail-100-years-quest_103/chapter-15,#15 - Dyed White12-25-2018,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-14,chapter/fairy-tail-100-years-quest_103/chapter-14,#14 - Rain and Shadow12-11-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-13,chapter/fairy-tail-100-years-quest_103/chapter-13,#13 - A Meeting on the Water11-27-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-12,chapter/fairy-tail-100-years-quest_103/chapter-12,#12 - Star and Thunder11-13-2018,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-11,chapter/fairy-tail-100-years-quest_103/chapter-11,#11 - Blade, Armor, Ash10-31-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-10,chapter/fairy-tail-100-years-quest_103/chapter-10,#10 - Cruel Diabolos10-17-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-9.5,chapter/fairy-tail-100-years-quest_103/chapter-9.5,#9.5 - Volume 1 Afterword10-11-2020,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-9,chapter/fairy-tail-100-years-quest_103/chapter-9,#9 - Black or White10-02-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-8,chapter/fairy-tail-100-years-quest_103/chapter-8,#8 - The God Dragon's Melancholy09-18-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-7,chapter/fairy-tail-100-years-quest_103/chapter-7,#7 - A Dragon's Sea09-04-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-6,chapter/fairy-tail-100-years-quest_103/chapter-6,#6 - Slaying Blade08-21-2018,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-5,chapter/fairy-tail-100-years-quest_103/chapter-5,#5 - "Seal" the Holy Pentadrakes08-15-2018,true,96,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-4,chapter/fairy-tail-100-years-quest_103/chapter-4,#4 - Amazing Elmina08-07-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-3,chapter/fairy-tail-100-years-quest_103/chapter-3,#3 - Fairy Tail 100 Years Quest 307-31-2018,true,95,true,true
true,https://mangareader.site/chapter/fairy-tail-100-years-quest_103/chapter-2,chapter/fairy-tail-100-years-quest_103/chapter-2,#2 - Fairy Tail 100 Years Quest 207-25-2018,true,96,true,true
false,https://mangareader.site/manga/shingeki-no-kyojin_124,manga/shingeki-no-kyojin_124,,false,12,false,true
false,https://mangareader.site/chapter/shingeki-no-kyojin_124/chapter-136,chapter/shingeki-no-kyojin_124/chapter-136,#136,false,96,true,true
false,https://mangareader.site/manga/enen-no-shouboutai,manga/enen-no-shouboutai,,false,13,false,false
false,https://mangareader.site/chapter/enen-no-shouboutai/chapter-249,chapter/enen-no-shouboutai/chapter-249,#249,false,96,true,true
false,https://mangareader.site/manga/the-god-of-high-school_101,manga/the-god-of-high-school_101,,false,12,false,true
false,https://mangareader.site/chapter/the-god-of-high-school_101/chapter-498,chapter/the-god-of-high-school_101/chapter-498,#498,false,95,true,true
false,https://mangareader.site/manga/mairimashita-iruma-kun,manga/mairimashita-iruma-kun,,false,8,false,false
false,https://mangareader.site/chapter/mairimashita-iruma-kun/chapter-187,chapter/mairimashita-iruma-kun/chapter-187,#187,false,96,true,true
false,https://mangareader.site/manga/panlong,manga/panlong,,false,18,false,false
false,https://mangareader.site/chapter/panlong/chapter-209,chapter/panlong/chapter-209,#209,false,93,true,true
false,https://mangareader.site/manga/martial-peak,manga/martial-peak,,false,13,false,false
false,https://mangareader.site/chapter/martial-peak/chapter-900,chapter/martial-peak/chapter-900,#900,false,95,true,true
false,https://mangareader.site/manga/yuan-zun,manga/yuan-zun,,false,9,false,false
false,https://mangareader.site/chapter/yuan-zun/chapter-285.5,chapter/yuan-zun/chapter-285.5,#285.5,false,94,true,true
false,https://mangareader.site/manga/goddess-creation-system,manga/goddess-creation-system,,false,17,false,false
false,https://mangareader.site/chapter/goddess-creation-system/chapter-363.5,chapter/goddess-creation-system/chapter-363.5,#363.5,false,95,true,true
false,https://mangareader.site/manga/tales-of-demons-and-gods,manga/tales-of-demons-and-gods,,false,7,false,false
false,https://mangareader.site/chapter/tales-of-demons-and-gods/chapter-310.1,chapter/tales-of-demons-and-gods/chapter-310.1,#310.1,false,96,true,true
false,https://mangareader.site/manga/iron-ladies,manga/iron-ladies,,false,18,false,false
